ID|Aktywny (0 lub 1)|Nazwa|Kategorie (x,y,z...)|Cena bez podatku. (netto)|ID reguły podatku|Koszt własny|W sprzedaży (0 lub 1)|Wartość rabatu|Procent rabatu|Rabat od dnia (rrrr-mm-dd)|Rabat do dnia (rrrr-mm-dd)|Indeks #|Kod dostawcy|Dostawca|Marka|kod EAN13|Kod kreskowy UPC|MPN|Podatek ekologiczny|Szerokość|Wysokość|Głębokość|Waga|Czas dostawy produktów dostępnych w magazynie:|Czas dostawy wyprzedanych produktów z możliwością rezerwacji:|Ilość|Minimalna ilość|Niski poziom produktów w magazynie|Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu|Widoczność|Dodatkowe koszty przesyłki|Jednostka dla ceny za jednostkę|Cena za jednostkę|Podsumowanie|Opis|Tagi (x,y,z...)|Meta-tytuł|Słowa kluczowe meta|Opis meta|Przepisany URL|Etykieta, gdy w magazynie|Etykieta kiedy dozwolone ponowne zamówienie|Dostępne do zamówienia (0 = Nie, 1 = Tak)|Data dostępności produktu|Data wytworzenia produktu|Pokaż cenę (0 = Nie, 1 = Tak)|Adresy URL zdjęcia (x,y,z...)|Tekst alternatywny dla zdjęć (x,y,z...)|Usuń istniejące zdjęcia (0 = Nie, 1 = Tak)|Cecha(Nazwa:Wartość:Pozycja:Indywidualne)|Dostępne tylko online (0 = Nie, 1 = Tak)|Stan:|Konfigurowalny (0 = Nie, 1 = Tak)|Można wgrywać pliki (0 = Nie, 1 = Tak)|Pola tekstowe (0 = Nie, 1 = Tak)|Akcja kiedy brak na stanie|Wirtualny produkt (0 = No, 1 = Yes)|Adres URL pliku|Ilość dozwolonych pobrań|Data wygaśnięcia (rrrr-mm-dd)|Liczba dni|ID / Nazwa sklepu|Zaawansowane zarządzanie magazynem|Zależny od stanu magazynowego|Magazyn|Akcesoria (x,y,z...)|Cena zawiera podatek. (brutto)
|1|Uprząż-szelki do kos i podkaszarek Blister TT-BC520-2 NAC|Akcesoria do kos i podkaszarek||1||1||||||||NAC||||0||||0.406|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||39.99
|1|Linka rozrusznika PAX 3.5 mm x 200 cm|Akcesoria do kos i podkaszarek||1||1||||||||||||0||||0.018|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wykonana z trwałego tworzywa linka do ręcznych rozruszników stosowanych w wykaszarkach, pilarkach, glebogryzarkach, kosiarkach i innych urządzeniach z silnikami spalinowymi.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||10.99
|1|Uprząż-szelki podwójne do kos i podkaszarek Gardenx B7|Akcesoria do kos i podkaszarek||1||1||||||||GARDENX||||0||||0.33|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||39.99
|1|Ostrze do podkaszarki akumulatorowej Kärcher 18V 2szt.|Akcesoria do kos i podkaszarek||1||1||||||||||||0||||0.104|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||79.99
|1|Kółko prowadzące do podkaszarek Gardena ComfortCut i PowerCut|Akcesoria do kos i podkaszarek||1||1||||||||GARDENA||||0||||0.12|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Koło prowadzące do podkaszarki to użyteczny dodatek do modeli ComfortCut i PowerCut, a także do akumulatorowej wersji ComfortCut Li. Jedną ze wspólnych funkcji wszystkich tych maszyn jest praktyczna funkcja krawędziowania. Umożliwia ona pionowe cięcie, dzięki któremu krawędzie ścieżek czy tarasu można starannie przystrzyc. I tu właśnie przydaje się koło prowadzące. Wystarczy zdjąć osłonę zabezpieczającą rośliny, a zamiast niej zamontować koło. Teraz poprowadzisz na nim podkaszarkę płynnie wzdłuż podkaszanej krawędzi. W ten sposób nie trzeba już uważać, aby maszyna przycinająca przerośnięte brzegi trawnika znajdowała się na odpowiedniej wysokości. Koło prowadzące znacznie zmniejsza obciążenie dłoni i ramion użytkownika, szczególnie podczas długotrwałej pracy.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||69.9
|1|Linka rozrusznika z uchwytem 3.5 mm x 215 cm Krysiak PAX1-095|Akcesoria do kos i podkaszarek||1||1||||||||KRYSIAK||||0||||0.036|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||12.79
|1|Linka rozrusznika PA 4 mm x 150 cm|Akcesoria do kos i podkaszarek||1||1||||||||||||0||||0.02|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wykonana z trwałego tworzywa linka do ręcznych rozruszników stosowanych w wykaszarkach, pilarkach, glebogryzarkach, kosiarkach i innych urządzeniach z silnikami spalinowymi.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||9.99
|1|Uchwyt linki rozrusznika AMX F02105|Akcesoria do kos i podkaszarek||1||1||||||||||||0||||0.016|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||9.99
|1|Szelki podwójne do kos i podkaszarek Gardenx|Akcesoria do kos i podkaszarek||1||1||||||||GARDENX||||0||||0.46|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||59.99
|1|Wertykulator/aerator elektryczny Lider KCW1738B 1700W|Aeratory, wertykulatory||1||1||||||||||||0||||14.5|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wertykulator elektryczny Lider Plus KCW1738B jest przeznaczony właśnie do opisanych powyżej czynności na trawnikach w przydomowych ogródkach lub na działkach. Działa na silniku 1700 W z prądem o napięciu 230 V. W zestawie znajduje się wałek wertykulatora i aeratora. Ma on szerokość 38 cm. W urządzeniu znajduje się też kosz o pojemności 50 litrów. Głębokość napowietrzania możesz wyregulować w zakresie -12 – 12 mm. Regulowany uchwyt i solidne koła pozwalają na wygodną pracę praktycznie w każdym terenie. Wertykulator elektryczny Lider Plus KCW1738B ma też termiczne zabezpieczenie przeciążeniowe. Waga całej maszyny wynosi 14,5 kg, dzięki czemu jest to sprzęt, który nie sprawi Ci kłopotów podczas manewrowania nim przy pracy.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||545
|1|Wertykulator/aerator elektryczny Lider LPW KCW1400|Aeratory, wertykulatory||1||1||||||||||||0||||10|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Dobry ogrodnik wie, że aby cieszyć się zadbanym i pięknym trawnikiem nie wystarczy tylko go regularnie kosić. Jego kondycję można poprawić wykonując zabiegi wertykulacji. Z pomocą wertykulatora elektrycznego Lider Plus KCW1400 to będzie dużo proste i przyjemne. Jest to narzędzie do wyczesywania i nacinania trawnika, wyposażone w noże pionowo przecinające warstwę filcu i nacinające podłoże. Wertykulator elektryczny Lider Plus KCW1400 pracuje na silniku o mocy 1400 W. Posiada wygodną regulację głębokości wertykulacji – od -9 do 2 mm. Po zmianie wałka może pracować jako aerator czyli urządzenie napowietrzające trawnik poprzez nakłuwanie gleby specjalnymi drucianymi kolcami. Urządzenie wyposażone jest w kosz o pojemności 40 litrów, a jego szerokość robocza wynosi 32 cm. Wertykulator ma stosunkowo niewielką wagę oraz solidne koła dzięki temu bardzo łatwo jest nim manewrować, a przy tym zachowuję stabilność na wielu podłożach. Wertykulator elektryczny Lider Plus KCW1400 to idealne rozwiązanie  dla osób, które cieszyć się zadbanym trawnikiem oraz zapewnić mu kompleksową pielęgnację sięgającą dalej niż tylko do regularnego przycinania.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||395
|1|Wertykulator spalinowy Handy PSW 40 2.2kW 118cm3|Aeratory, wertykulatory||1||1||||||||||||0||||33.1|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wertykulator spalinowy Lider WSW41F to urządzenie, dzięki któremu za pomocą pionowo działających noży przetniesz wierzchnią warstwę filcu i podłoże. Umożliwi to przewietrzenie podłoża oraz lepszy dostęp do niego składników odżywczych, wody, czy światła słonecznego. Sprzęt pracuje na wydajnym silniku OHV, mającym pojemność 212 cm3. Szerokość robocza urządzenia wynosi 42 cm. Jest ono wyposażone tez w 40-litrowy kosz. Głębokość napowietrzania możesz wyregulować w zakresie -12 – 12 mm. W komplecie znajduje się wałek wertykulatora. Koła łożyskowane zapewniają wertykulatorowi spalinowemu Lider WSW41F stabilność, a także odpowiednią zwrotność, która jest niezbędna do tego, abyś mógł dotrzeć urządzeniem w każde miejsce w danym terenie.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||1399
|1|Wertykulator elektryczny Handy QEW1402 1400W|Aeratory, wertykulatory||1||1||||||||||||0||||10.7|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wertykulator elektryczny Handy QEW1402 pracuje dzięki wydajnemu silnikowi o mocy 1400 W. W zestawie załączone są wałki aeratora oraz wertykulatora o szerokości roboczej 31 cm. Głębokość napowietrzania możesz wygodnie regulować dzięki 4-stopniowemu systemowi regulacji. Pozwala to ustawić ją w granicach od -9 do 3 mm. Do urządzenia dołączony jest również kosz o pojemności 30 litrów, co jeszcze bardziej zwiększy komfort Twojej pracy. Wałki wymienisz szybko i wygodnie bez użycia jakichkolwiek narzędzi. Bezpieczeństwo użytkowania wertykulatora elektrycznego Handy QEW1402 zapewnia termiczne zabezpieczenie przeciążeniowe. Jest to zakup, który nie nadweręży Twojego domowego budżetu, a pozwoli Ci jeszcze lepiej zadbać o wygląd ogrodowego trawnika.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||298
|1|Glebogryzarka elektryczna NAC TIE150-S 1500W|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||11.5|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||549
|1|Glebogryzarka spalinowa Handy SG36-139 2.5kW 139cm3|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||32.4|||299|1|0|0|||||<b>Testowe podsumowanie</b>|silnik: OHV, pojemność: 139 cm3, szerokość robocza: 36 cm, max. głębokość robocza: 20 cm, biegi: 1 do przodu||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||899
|1|Glebogryzarka spalinowa Handy NG86L 3,8kW 196cm3|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||54.8|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Glebogryzarka spalinowa Handy NG86L jest urządzeniem zapewniającym skuteczne spulchnianie gleby oraz jej kultywację przy pomocy noży. Sprzęt dysponuje wydajnym silnikiem 4-suwowym o pojemności 196 cm3. Całość chroni stalowa obudowa, zabezpieczająca wyposażenie oraz poszczególne komponenty przed czynnikami zewnętrznymi. To trwałe i solidne wyposażenie przeznaczone do eksploatacji w ogrodach oraz na działkach. Glebogryzarka spalinowa Handy NG86L wyróżnia się prostą obsługą – dzięki starannie wyprofilowanym uchwytom zapewnia komfort podczas pracy. Urządzenie posiada jeden bieg do przodu oraz do tyłu.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||1499
|1|Glebogryzarka elektryczna 1500W 45 cm WR8025|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||10.1|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||499
|1|Glebogryzarka spalinowa Könner&Söhnen 7HP-850A 5.2kW 212cm3|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||54|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Kompaktowy model spalinowej glebogryzarki KS 7HP-850A posiada koła do transportowania, które pozwalają na łatwe manewrowanie nawet na niewielkich powierzchniach. Potężny i niezawodny silnik K&S spełnia europejskie standardy jakości, w tym najbardziej zaawansowany standard emisji spalin EURO-V. Każdy silnik posiada indywidualny numer seryjny, co pozwala nam kontrolować jakość produkcji i obsługi posprzedażnej. Urządzenie posiada ergonomiczny panel sterowania, dzięki czemu możesz szybko kontrolować kultywator oraz łatwo nim sterować. Kute noże w kształcie szabli nadają się do stosowania z każdym typem glebogryzarki oraz do obróbki różnego rodzaju gleby: zarówno twardej ziemi, jak i uprawianej roli. Wszystkie złącza i elementy mocujące są dobrze przemyślane, zaprojektowane z marginesem bezpieczeństwa w celu długiego i wygodnego użytkowania kultywatora.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||1999
|1|Glebogryzarka spalinowa Könner&Söhnen 7HP-950A 5.2kW 212cm3|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||68.800|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Model kultywatora KS 7HP-950A przewiduje instalację osprzętu (pług do glebogryzarki, pług do orki, kopaczka do ziemniaków), dzięki czemu może stać się wielofunkcyjną maszyną pomocną przy wielu pracach w ogrodzie. Potężny i niezawodny silnik K&S spełnia europejskie standardy jakości, w tym najbardziej zaawansowany standard emisji spalin EURO-V. Każdy silnik posiada indywidualny numer seryjny, co pozwala nam kontrolować jakość produkcji i obsługi posprzedażnej. System uproszczonego startu pozwala szybko uruchomić silnik, bez dużego wysiłku. Ergonomiczny panel sterowania pozwala szybko kontrolować kultywator oraz łatwo nim sterować. Dodatkową zaletą urządzenia jest możliwość pionowej regulacji uchwytów. Kute frezy w kształcie szabli nadają się do pracy z każdym rodzajem gleby, zarówno z dziewiczą, jak i bardziej zadbaną. Aby chronić rośliny podczas orki, zapewniono ochronne tarcze boczne. Frezy są montowane za pomocą grupy 4 noży. Tarcze boczne w zestawie. Wszystkie złącza i elementy mocujące są dobrze przemyślane, zaprojektowane z marginesem bezpieczeństwa w celu długiego i wygodnego użytkowania kultywatora. Model jest wyposażony w dodatkową kratkę ochronną na silniku.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||2199
|1|Wiertnica glebowa spalinowa Lider JW52 1.6kW 51.7cm3|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||11.95|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wiertnica glebowa umożliwia szybkie i sprawne wykonanie otworów o różnej średnicy - w komplecie dołączono 3 wiertła 10, 15 i 20 cm. Świder do ziemi doskonale sprawdzi się przy większej ilości nasadzeń oraz przy montażu słupków ogrodzeniowych. Wiertnica spalinowa zapewnia wydajną i komfortową pracę w terenie, bez dostępu do prądu.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||849
|1|Glebogryzarka spalinowa Lider SG60-173 3.2kW 173cm3|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||36|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Glebogryzarka spalinowa Lider SG60-173 to model idealny na prywatną działkę lub do przydomowego ogródka. Działa dzięki 4-suwowemu silnikowi OHV o pojemności 173 cm3 i mocy 3,2 kW. Przekłada się to na prędkość obrotową 3000 obrotów na minutę. Szerokość robocza dostępna dla użytkownika to 36 lub 60 cm, a maksymalna głębokość robocza – 20 cm. Glebogryzarka spalinowa Lider SG60-173 posiada 1 bieg do przodu oraz kółko transportowe podnoszone w czasie pracy. Jest to model z sześcioma tarczami nożowymi i talerzami ochronno-odcinającymi. Oprócz tego warto wspomnieć jeszcze o przekładni ślimakowej, wygodnym uchwycie do przenoszenia, lince sprzęgła i manetce gazu. Całość waży zaledwie 36 kg i doskonale sprawdzi się na terenach o małej oraz średniej powierzchni.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||1199
|1|Glebogryzarka spalinowa Könner&Söhnen 7HP-1050G 5.2kW 212cm3|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||75|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Glebogryzarka spalinowa 7HP-1050G ze skrzynia biegów z powodzeniem może zastąpić droższe analogi glebogryzarek z silnikiem diesla lub nawet mini-ciągnik z jedną osia. Ponadto urządzenie posiada tylną oś z aktywnym napędem, która umożliwia wykorzystanie wraz z kultywatorem osprzętu, w tym pompy silnikowej lub pompy opryskowej. Możliwe jest również zainstalowanie przyczepy do transportu towarów oraz szerokiej gamy osprzętu zaprojektowanego do obróbki wszystkich rodzajów gleby dla maksymalnego spełnienia potrzeb konsumentów. Wydajny silnik pozwala wykonać zadania o dowolnej trudności, spełniając wszystkie europejskie standardy jakości, w tym najbardziej aktualne normy emisji spalin. System uproszczonego startu pozwala szybko uruchomić silnik, bez dużego wysiłku. Ergonomiczny panel sterowania pozwala szybko kontrolować kultywator oraz łatwo nim sterować. Dodatkowo, glebogryzarka daje możliwość pionowej regulacji uchwytów dla łatwego użytkowania i kompaktowego przechowywania, a także skrzynkę na narzędzia. Kolejna zaletą urządzenia są koła niskoprofilowe i bezdętkowe, skrzynia biegów ze stożkową przekładnią zębata oraz kute noże w kształcie szabli, które nadają się do stosowania z każdym typem glebogryzarki oraz do obróbki różnego rodzaju gleby: zarówno twardej ziemi, jak i uprawianej roli.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||2999
|1|Glebogryzarka spalinowa Lider NG200HL 4.1kW 196cm3|Glebogryzarki, wiertnice, świdry do ziemi||1||1||||||||||||0||||51.6|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Glebogryzarka spalinowa Lider NG200HL to urządzenie zaprojektowane z myślą o utrzymywaniu optymalnej kondycji gleby w przydomowym ogrodzie lub na działce. Sprzęt pozwala na szybkie i wydajne spulchnianie gleby. Podczas pracy sprzęt przecina zewnętrzne warstwy, aby zapewnić odpowiedni dostęp powietrza oraz wody. Glebogryzarka spalinowa Lider NG200HL dysponuje silnikiem o pojemności 196 cm3. W trakcie użytkowania urządzenie zapewnia szerokość roboczą na poziomie 34-61-78 cm, natomiast głębokość robocza to 35 cm. To idealna forma samodzielnego spulchniania gleby na działce lub w ogrodzie. Zaprezentowana glebogryzarka spalinowa Lider NG200HL posiada jeden bieg do przodu oraz jeden do tyłu, dlatego urządzenie pozwala na łatwe wycofywanie i manewrowanie. W przypadku tego modelu prędkość obrotowa noży wynosi 143 obr/min. Dzięki temu wyposażenie gwarantuje wydajną, pracę spulchniając glebę na działce lub w przydomowym ogródku. Glebogryzarka spalinowa Lider NG200HL dzielone noże. To sprzęt zapewniający ergonomię podczas eksploatacji, a także bezawaryjną pracę. Jeżeli potrzebujesz niezawodnego urządzenia w atrakcyjnej cenie, glebogryzarka spalinowa Lider NG200HL będzie odpowiednia.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||1499
|1|Piła elektryczna 2w1 na wysięgniku Lider GYP750T 25cm 750W|Piły łańcuchowe elektryczne||1||1||||||||||||0|||||||299|1|0|0|||||<b>Testowe podsumowanie</b>|Ponadto ułatwia to regulowany kąt cięcia. Pilarka elektryczna Lider GYP750T została wyposażona w solidny łańcuch, posiadający system szybkiego napinania. Dodatkowo, zarówno łańcuch, jak i 25-centymetrowa prowadnica, pochodzą od znanego i cenionego producenta - amerykańskiej firmy Oregon. Dzięki temu, możesz mieć pewność, że wybrany model składa się z elementów najwyższej jakości i będzie działał sprawnie przez bardzo długi czas. można nią również pracować bez wysięgnika jak małą pilarką. Łatwą i szybką konserwację urządzenia gwarantuje system automatycznego smarowania łańcucha. Pilarka elektryczna z wysięgnikiem to doskonały wybór dla każdego, kto ceni narzędzia ogrodnicze wysokiej klasy i chce z przyjemnością i bez zbędnego wysiłku pielęgnować swój ogród.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||299
|1|Pilarka elektryczna na wysięgniku Sterwns 20cm 750W|Piły łańcuchowe elektryczne||1||1||||||||||||0|||||||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||399
|1|Piła łańcuchowa akumulatorowa Ryobi One+ RY18CS20A-125 18V|Piły łańcuchowe elektryczne||1||1||||||||RYOBI||||0||||2.8|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Komapktowa pilarka łańcuchowa RYOBI, akumulatorowa, platforma 18V ONE+. RY18CS20A-125||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||797
|1|Piła łańcuchowa akumulatorowa Bosch UniversalChain 18V|Piły łańcuchowe elektryczne||1||1||||||||BOSCH||||0||||3.655|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Akumulatorowa piła łańcuchowa UniversalChain 18 - to lekkie, kompaktowe i wszechstronne narzędzie do cięcia bez wysiłku. Osłona prowadnicy Protector i kolce oporowe umożliwiają łatwe podcinanie gałęzi przy minimalnym ryzyku ich uszkodzenia. Do wyboru funkcje: przycinka gałęzi, usuwanie ściętych odpadów i cięcie drewna na opał\n\nZestaw nie zawiera akumulatora.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||547
|1|Piła łańcuchowa elektryczna NAC CE18-35-N-H 35cm|Piły łańcuchowe elektryczne||1||1||||||||NAC||||0||||4.3|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||299
|1|Piła łańcuchowa elektryczna NAC CE20-40-NS-H 40cm 2000W|Piły łańcuchowe elektryczne||1||1||||||||NAC||||0||||5|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|https://i.kym-cdn.com/entries/icons/original/000/037/848/cover2.jpg|Zdjęcie pozycji|1|Cecha1:Warość1:2$Cecha2:Wartość2:1|1|new|0|0|0|0|0|||||0|0|0|0||315
